pt_id,src,tax_family,species,species_class,cx,cy,minx,miny,maxx,maxy
6304,nomatch_fixed,Fagaceae,Quercus virginiana,other,572300.896,2844464.9597000005,572297.4059500002,2844461.4696500003,572304.3860500004,2844468.4497500006
6305,nomatch_fixed,Fagaceae,Quercus virginiana,other,572274.1463000003,2844486.001000001,572270.6562500001,2844482.5109500005,572277.6363500004,2844489.491050001
6306,nomatch_fixed,Fagaceae,Quercus virginiana,other,572260.0103000003,2844477.837500001,572256.5202500002,2844474.3474500007,572263.5003500005,2844481.327550001
6307,polygon,Fagaceae,Quercus virginiana,other,572246.7337000002,2844468.2504000007,572240.3898,2844465.1000999995,572249.9264000002,2844472.2715000007
6308,nomatch_fixed,Fagaceae,Quercus virginiana,other,572227.765,2844444.5742000006,572224.2749500001,2844441.0841500005,572231.2550500004,2844448.0642500008
6309,nomatch_fixed,Arecaceae, Bismarckia nobilis,palm,572232.7095000002,2844452.1305000004,572229.2194500001,2844448.6404500003,572236.1995500004,2844455.6205500006
6310,polygon,Boraginaceae,Cordia sebestena,other,572272.1764000002,2844459.0894000004,572270.7154000001,2844456.4608999994,572272.7136000004,2844460.4076000005
6311,nomatch_fixed,Boraginaceae,Cordia sebestena,other,572285.5493000003,2844476.409,572282.0592500002,2844472.9189500003,572289.0393500004,2844479.8990500006
6312,polygon,arecaceae,Phoenix reclinata,other,572283.3585000003,2844466.5459000007,572280.2324000001,2844461.5440999996,572286.5581,2844469.4334999993
6313,polygon,Arecaceae,Sabal palmetto,palm,571778.5676000003,2843798.5079000005,571776.8504999997,2843796.2172,571780.275,2843799.6330999993
6314,merged_fixed,Combretaceae,Terminalia buceras,other,571767.2947000003,2843781.6372000007,571763.8046500002,2843778.1471500006,571770.7847500005,2843785.127250001
6315,polygon,Fagaceae,Quercus virginiana,other,571740.7014000003,2843769.1313000005,571739.5132,2843769.1169000007,571744.555,2843773.079399999
6316,merged_fixed,Arecaceae,Chamerops humilis,palm,571735.5042000003,2843766.8321000007,571732.0141500002,2843763.3420500006,571738.9942500005,2843770.322150001
6317,polygon,Combretaceae,Terminalia buceras,other,571745.577,2843763.259000001,571736.4452,2843757.308599999,571752.4982000003,2843773.7926000003
6318,polygon,Combretaceae,Terminalia buceras,other,571732.2265000002,2843749.9076000005,571729.698,2843746.488,571735.6644000001,2843754.0241
6319,polygon,Combretaceae,Terminalia buceras,other,571720.6604000003,2843739.4274000004,571715.7169000003,2843733.5151000004,571725.4392,2843745.713300001
6320,nomatch_fixed,Combretaceae,Terminalia buceras,other,571709.8818000003,2843727.5454000006,571706.3917500002,2843724.0553500005,571713.3718500005,2843731.035450001
6321,nomatch_fixed,Combretaceae,Terminalia buceras,other,571696.8198000003,2843721.008000001,571693.3297500001,2843717.5179500007,571700.3098500004,2843724.498050001
6322,merged_fixed,Arecaceae,Chamerops humilis,palm,571701.2022000003,2843756.962800001,571697.7121500002,2843753.4727500007,571704.6922500004,2843760.452850001
6323,nomatch_fixed,Arecaceae,Chamerops humilis,palm,571707.3228000003,2843758.946600001,571703.8327500002,2843755.4565500007,571710.8128500005,2843762.436650001
6324,nomatch_fixed,Combretaceae,Conocarpus erectus,other,571692.9587000003,2843730.3858000007,571689.4686500002,2843726.8957500006,571696.4487500004,2843733.875850001
6325,nomatch_fixed,Combretaceae,Conocarpus erectus,other,571690.0236000003,2843733.2015000004,571686.5335500002,2843729.7114500003,571693.5136500004,2843736.6915500006
6326,nomatch_fixed,Combretaceae,Conocarpus erectus,other,571687.162,2843736.208700001,571683.6719500001,2843732.7186500006,571690.6520500004,2843739.698750001
6327,merged_fixed,Arecaceae,Chamerops humilis,palm,571719.2112000003,2843770.3661000007,571715.7211500001,2843766.8760500005,571722.7012500004,2843773.856150001
6328,merged_fixed,Fagaceae,Quercus virginiana,other,571804.6824000003,2843949.8287000004,571801.1923500001,2843946.3386500003,571808.1724500004,2843953.3187500006
6329,merged_fixed,Arecaceae,Dypsis lutescens,palm,571760.0828000003,2843938.079000001,571756.5927500002,2843934.5889500007,571763.5728500005,2843941.569050001
6330,merged_fixed,Arecaceae,Dypsis lutescens,palm,571758.0721000002,2843938.1138000004,571754.5820500001,2843934.6237500003,571761.5621500004,2843941.6038500005
6331,merged_fixed,Arecaceae,Dypsis lutescens,palm,571756.3278000003,2843937.8827000004,571752.8377500002,2843934.3926500003,571759.8178500005,2843941.3727500006
6332,merged_fixed,Arecaceae,Dypsis lutescens,palm,571754.7286000003,2843938.0591000007,571751.2385500001,2843934.5690500005,571758.2186500004,2843941.549150001
6333,polygon,Clusiaceae,Clusia guttifera,other,571731.1644000002,2843904.0725000007,571722.7555999998,2843896.5176,571738.6068000002,2843909.7814000007
6334,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572255.7609000002,2844903.816700001,572252.2708500001,2844900.3266500006,572259.2509500004,2844907.306750001
6335,merged_fixed,Capparaceae,Capparis cynophallophora,other,572204.0402000003,2844921.8618000005,572200.5501500001,2844918.3717500004,572207.5302500004,2844925.3518500007
6336,merged_fixed,Capparaceae,Capparis cynophallophora,other,572201.6033000003,2844924.784600001,572198.1132500002,2844921.2945500007,572205.0933500004,2844928.274650001
6337,nomatch_fixed,Apocynaceae,Tabernaemontana divaricata,other,572194.8763000002,2844927.585,572191.3862500001,2844924.0949500003,572198.3663500004,2844931.0750500006
6338,merged_fixed,Apocynaceae,Tabernaemontana divaricata,other,572197.7288000003,2844923.775300001,572194.2387500001,2844920.2852500007,572201.2188500004,2844927.265350001
6339,nomatch_fixed,Apocynaceae,Tabernaemontana divaricata,other,572197.2101000003,2844921.642600001,572193.7200500001,2844918.1525500007,572200.7001500004,2844925.132650001
6340,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572254.4983000003,2844809.1268000007,572251.0082500002,2844805.6367500005,572257.9883500005,2844812.616850001
6341,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572252.6682000003,2844810.912100001,572249.1781500002,2844807.4220500006,572256.1582500004,2844814.402150001
6342,polygon,Arecaceae,Dypsis lutescens,palm,572215.012,2844749.3159000007,572212.5437000003,2844747.6317999996,572216.8574000001,2844751.9408
6343,nomatch_fixed,Arecaceae,Dypsis lutescens,palm,572213.2157000003,2844746.9643000006,572209.7256500002,2844743.4742500004,572216.7057500004,2844750.4543500007
6344,polygon,Arecaceae,Dypsis lutescens,palm,572211.0021000003,2844745.0034000007,572208.7824999997,2844743.4853000008,572212.2038000003,2844747.0753000006
6345,nomatch_fixed,Pandanaceae,Pandanus tectorius,other,572192.6064000003,2844760.626700001,572189.1163500001,2844757.1366500007,572196.0964500004,2844764.116750001
6346,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572193.7992000002,2844760.233100001,572190.3091500001,2844756.7430500006,572197.2892500004,2844763.723150001
6347,polygon,Apocynaceae,Tabernaemontana divaricata,other,572649.9892000003,2845057.2611000007,572646.1147999996,2845054.9265,572652.0562000005,2845061.2181
6348,merged_fixed,Arecaceae,Dictyosperma album,palm,572235.1565000003,2844797.092000001,572231.6664500001,2844793.6019500005,572238.6465500004,2844800.582050001
6349,merged_fixed,Arecaceae,Dictyosperma album,palm,572234.5263000003,2844798.7695000004,572231.0362500001,2844795.2794500003,572238.0163500004,2844802.2595500005
6350,merged_fixed,Arecaceae,Dictyosperma album,palm,572236.9995000003,2844797.5758000007,572233.5094500001,2844794.0857500006,572240.4895500004,2844801.065850001
6351,merged_fixed,Arecaceae,Dictyosperma album,palm,572236.3937000002,2844799.2259000004,572232.9036500001,2844795.7358500003,572239.8837500004,2844802.7159500006
6352,merged_fixed,Arecaceae,Dictyosperma album,palm,572229.9974000002,2844805.6649000007,572226.5073500001,2844802.1748500005,572233.4874500004,2844809.154950001
6353,merged_fixed,Arecaceae,Dictyosperma album,palm,572230.8526000002,2844804.5238000005,572227.3625500001,2844801.0337500004,572234.3426500004,2844808.0138500007
6354,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572232.5782000002,2844790.1095000007,572229.0881500001,2844786.6194500006,572236.0682500004,2844793.599550001
6355,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572233.8289000003,2844790.2789000007,572230.3388500002,2844786.7888500006,572237.3189500005,2844793.768950001
6356,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572233.2816000002,2844791.077100001,572229.7915500001,2844787.5870500007,572236.7716500004,2844794.567150001
6357,merged_fixed,Elaeocarpaceae,Elaeocarpus decipiens,other,572229.9885000003,2844800.6663000006,572226.4984500002,2844797.1762500005,572233.4785500005,2844804.1563500008
6358,merged_fixed,Elaeocarpaceae,Elaeocarpus decipiens,other,572227.1383000002,2844806.682900001,572223.6482500001,2844803.1928500007,572230.6283500004,2844810.172950001
6359,polygon,Arecaceae,Dictyosperma album,palm,572227.2125000003,2844789.7497000005,572225.8398000002,2844786.609,572230.7137000002,2844790.383300001
6360,nomatch_fixed,Arecaceae,Phoenix roebelenii,palm,572216.4231000002,2844782.859700001,572212.9330500001,2844779.3696500007,572219.9131500004,2844786.349750001
6361,nomatch_fixed,Arecaceae,Phoenix roebelenii,palm,572218.534,2844784.7015000004,572215.0439500001,2844781.2114500003,572222.0240500004,2844788.1915500006
6362,nomatch_fixed,Arecaceae,Phoenix roebelenii,palm,572220.7779000002,2844786.928800001,572217.2878500001,2844783.4387500007,572224.2679500004,2844790.418850001
6363,nomatch_fixed,Calophyllaceae,Mammea americana,other,572232.9107000002,2844781.5069000004,572229.4206500001,2844778.0168500002,572236.4007500004,2844784.9969500005
6364,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572228.1323000003,2844749.2489000005,572224.6422500001,2844745.7588500003,572231.6223500004,2844752.7389500006
6365,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572229.0208000003,2844748.988300001,572225.5307500002,2844745.4982500006,572232.5108500004,2844752.478350001
6366,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572227.9254000003,2844748.38,572224.4353500002,2844744.8899500007,572231.4154500004,2844751.870050001
6367,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572227.8055000002,2844750.527200001,572224.3154500001,2844747.0371500007,572231.2955500004,2844754.017250001
6368,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572228.2582000003,2844747.4345000004,572224.7681500001,2844743.9444500003,572231.7482500004,2844750.9245500006
6369,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572201.2255000003,2844751.2917000004,572197.7354500002,2844747.8016500003,572204.7155500004,2844754.7817500005
6370,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572204.5416000002,2844747.8346000006,572201.0515500001,2844744.3445500005,572208.0316500004,2844751.324650001
6371,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572204.4711000003,2844754.7489000005,572200.9810500002,2844751.2588500003,572207.9611500005,2844758.2389500006
6372,nomatch_fixed,Arecaceae,Roystonea regia,palm,572104.8985000002,2844781.7649000008,572101.4084500001,2844778.2748500006,572108.3885500004,2844785.254950001
6373,merged_fixed,Arecaceae,Roystonea regia,palm,572107.313,2844779.1562000006,572103.8229500002,2844775.6661500004,572110.8030500005,2844782.6462500007
6374,merged_fixed,Arecaceae,Roystonea regia,palm,572111.5664000002,2844781.5638000006,572108.0763500001,2844778.0737500004,572115.0564500004,2844785.0538500007
6375,polygon,Arecaceae,Roystonea regia,palm,572092.7067000003,2844765.9945000005,572090.6141999997,2844762.5702,572096.0336999996,2844766.5177999996
6376,merged_fixed,Arecaceae,Roystonea regia,palm,572086.9284000003,2844765.6734000007,572083.4383500002,2844762.1833500005,572090.4184500005,2844769.163450001
6377,nomatch_fixed,Arecaceae,Roystonea regia,palm,572085.4036000003,2844757.969100001,572081.9135500002,2844754.4790500007,572088.8936500004,2844761.459150001
6378,nomatch_fixed,Arecaceae,Roystonea regia,palm,572090.0583000003,2844758.1296000006,572086.5682500001,2844754.6395500004,572093.5483500004,2844761.6196500007
6379,polygon,Arecaceae,Roystonea regia,palm,572094.4723000003,2844758.4506000006,572093.3683000002,2844755.9426000006,572098.0532,2844760.2545999996
6380,merged_fixed,Arecaceae,Dictyosperma album,palm,572058.5442000002,2844743.092200001,572055.0541500001,2844739.6021500006,572062.0342500004,2844746.582250001
6381,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572056.3794000003,2844741.5552000008,572052.8893500002,2844738.0651500006,572059.8694500005,2844745.045250001
6382,merged_fixed,Arecaceae,Roystonea regia,palm,572048.9106000003,2844740.1391000007,572045.4205500002,2844736.6490500006,572052.4006500004,2844743.629150001
6383,nomatch_fixed,Combretaceae,Conocarpus erectus,other,572036.6424000002,2844706.4407000006,572033.1523500001,2844702.9506500005,572040.1324500004,2844709.9307500008
6384,polygon,Meliaceae,Swietenia mahagon,other,572042.1903000002,2844712.8316000006,572036.4697000002,2844707.2656999994,572048.0197999999,2844720.1919
6385,nomatch_fixed,Arecaceae,Dictyosperma album,palm,572034.3699000003,2844703.8354000007,572030.8798500001,2844700.3453500005,572037.8599500004,2844707.325450001
6386,polygon,Arecaceae,Dictyosperma album,palm,572031.5328000003,2844700.494300001,572029.3386000004,2844697.338,572033.6611000001,2844702.5452999994
6387,polygon,Fagaceae,Quercus virginiana,other,572025.4142000002,2844690.0532000004,572021.6453999998,2844685.122,572032.646,2844697.1401000004
6388,nomatch_fixed,Fagaceae,Quercus virginiana,other,572014.1565000003,2844692.2706000004,572010.6664500001,2844688.7805500003,572017.6465500004,2844695.7606500005
6389,nomatch_fixed,Fagaceae,Quercus virginiana,other,572041.9068000002,2844691.2899000007,572038.4167500001,2844687.7998500005,572045.3968500004,2844694.779950001
6390,polygon,Fagaceae,Quercus virginiana,other,572047.6174000002,2844697.6286000004,572045.5735999998,2844695.6394999996,572051.6886999998,2844700.8457999993
6391,polygon,Fagaceae,Quercus virginiana,other,572053.4537000003,2844704.1551000006,572052.205,2844700.8674,572058.6930999998,2844707.7007
6392,polygon,Fagaceae,Quercus virginiana,other,572060.2335000003,2844710.9613000005,572059.1977000004,2844708.0758999996,572065.1305999998,2844714.5429
6393,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572224.2266000003,2844763.004000001,572220.7365500001,2844759.5139500005,572227.7166500004,2844766.494050001
6394,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572226.4138000003,2844764.9089000006,572222.9237500002,2844761.4188500005,572229.9038500005,2844768.3989500008
6395,nomatch_fixed,Arecaceae,Thrinax Radiata,palm,572228.46,2844766.8845000006,572224.9699500002,2844763.3944500005,572231.9500500005,2844770.3745500008
6396,nomatch_fixed,Arecaceae,Phoenix roebelenii,palm,572192.8592000003,2844858.9037000006,572189.3691500002,2844855.4136500005,572196.3492500004,2844862.3937500007
6397,merged_fixed,Arecaceae,Phoenix roebelenii,palm,572167.9554000003,2844843.3891000007,572164.4653500002,2844839.8990500006,572171.4454500005,2844846.879150001
6398,merged_fixed,Arecaceae,Phoenix roebelenii,palm,572169.057,2844845.3849000004,572165.5669500001,2844841.8948500003,572172.5470500004,2844848.8749500006
6399,merged_fixed,Arecaceae,Phoenix roebelenii,palm,572168.5999000003,2844847.7107000006,572165.1098500001,2844844.2206500005,572172.0899500004,2844851.200750001
6400,merged_fixed,Arecaceae,Phoenix roebelenii,palm,572160.4967000003,2844849.1702000005,572157.0066500001,2844845.6801500004,572163.9867500004,2844852.6602500007
6401,merged_fixed,Arecaceae,Phoenix roebelenii,palm,572159.4949000003,2844846.4209000007,572156.0048500001,2844842.9308500006,572162.9849500004,2844849.910950001
6402,merged_fixed,Arecaceae,Phoenix roebelenii,palm,572161.9403000002,2844850.4444000004,572158.4502500001,2844846.9543500002,572165.4303500004,2844853.9344500005
6403,merged_fixed,Arecaceae,Dypsis lutescens,palm,572172.3255000003,2844866.0196000007,572168.8354500001,2844862.5295500006,572175.8155500004,2844869.509650001
6404,nomatch_fixed,Boraginaceae,Cordia subcordata,other,572176.357,2844877.216100001,572172.8669500002,2844873.7260500006,572179.8470500004,2844880.706150001
6405,polygon,Arecaceae,Dypsis lutescens,palm,572177.7859000002,2844881.3697000006,572175.418,2844879.9034,572179.1997999996,2844883.8577999994
6406,merged_fixed,Arecaceae,Thrinax radiata,palm,572180.3211000003,2844889.1513000005,572176.8310500002,2844885.6612500004,572183.8111500004,2844892.6413500006
6407,merged_fixed,Arecaceae,Thrinax radiata,palm,572180.9284000003,2844890.2228000006,572177.4383500002,2844886.7327500004,572184.4184500005,2844893.7128500007
6408,merged_fixed,Arecaceae,Thrinax Radiata,palm,572201.4882000003,2844883.7272000005,572197.9981500001,2844880.2371500004,572204.9782500004,2844887.2172500007
6409,nomatch_fixed,Arecaceae, Dypsis lutescens,palm,572164.7264000003,2844908.2464000005,572161.2363500001,2844904.7563500004,572168.2164500004,2844911.7364500007
6410,merged_fixed,Arecaceae,Dypsis lutescens,palm,572158.3755000003,2844886.6556000006,572154.8854500002,2844883.1655500005,572161.8655500005,2844890.145650001
